Transaction_Amount,Transaction_Type,Hour,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent,is_night,is_business_hours,high_velocity,new_account,Amount_Category,Transaction_Type_enc,Device_Used_enc,Location_enc,Payment_Method_enc
2913.03,Online Purchase,4,Tablet,Houston,3,85,8,UPI,0,1,0,0,0,High,3,2,2,3
4859.94,POS Payment,6,Mobile,Los Angeles,3,14,11,Net Banking,0,0,0,0,1,High,4,1,3,2
2079.5,Online Purchase,9,Desktop,Miami,0,7,8,Net Banking,0,0,1,0,1,High,3,0,4,2
2088.1,POS Payment,18,Desktop,New York,3,69,12,Debit Card,0,0,0,1,0,High,4,0,5,1
4552.83,POS Payment,12,Unknown,Houston,4,42,13,Debit Card,0,0,1,1,0,High,4,3,2,1
2694.52,ATM Withdrawal,18,Tablet,Unknown,1,82,4,UPI,0,0,0,0,0,High,0,2,8,3
1771.87,Online Purchase,12,Desktop,Boston,2,72,11,Net Banking,0,0,1,0,0,High,3,0,0,2
3596.1,POS Payment,3,Mobile,Chicago,3,117,9,Unknown,0,1,0,0,0,High,4,1,1,4
3100.25,Bank Transfer,22,Desktop,Miami,1,74,4,Net Banking,0,1,0,0,0,High,1,0,4,2
1535.52,POS Payment,15,Desktop,San Francisco,2,119,4,Debit Card,0,0,1,0,0,High,4,0,6,1
2524.1,ATM Withdrawal,23,Mobile,Unknown,3,36,8,Debit Card,0,1,0,0,0,High,0,1,8,1
1981.09,Online Purchase,21,Desktop,New York,4,107,11,Debit Card,0,0,0,0,0,High,3,0,5,1
362.74,POS Payment,8,Desktop,Houston,4,21,1,UPI,0,0,0,0,1,Low,4,0,2,3
4713.37,Bill Payment,20,Desktop,Chicago,4,27,8,Net Banking,0,0,0,0,1,High,2,0,1,2
919.19,Bill Payment,17,Mobile,Seattle,1,11,3,Net Banking,0,0,1,0,1,Medium,2,1,7,2
973.15,POS Payment,0,Desktop,Boston,0,10,6,UPI,0,1,0,0,1,Medium,4,0,0,3
3236.96,Online Purchase,13,Mobile,Los Angeles,3,115,9,UPI,0,0,1,0,0,High,3,1,3,3
3622.61,ATM Withdrawal,12,Unknown,Los Angeles,2,24,8,Debit Card,0,0,1,0,1,High,0,3,3,1
3685.49,Bank Transfer,6,Mobile,Miami,3,94,14,Unknown,0,0,0,1,0,High,1,1,4,4
2524.1,Online Purchase,13,Tablet,San Francisco,0,44,6,Unknown,0,0,1,0,0,High,3,2,6,4
4367.28,ATM Withdrawal,0,Tablet,Boston,2,98,8,UPI,0,1,0,0,0,High,0,2,0,3
2722.28,POS Payment,17,Desktop,Chicago,1,77,14,Net Banking,0,0,1,1,0,High,4,0,1,2
2195.74,Bank Transfer,5,Mobile,Miami,3,71,6,Debit Card,0,1,0,0,0,High,1,1,4,1
4052.88,Online Purchase,12,Tablet,Chicago,0,63,2,Credit Card,0,0,1,0,0,High,3,2,1,0
1221.59,POS Payment,7,Tablet,Seattle,1,30,3,Credit Card,1,0,0,0,0,High,4,2,7,0
4301.63,Bank Transfer,7,Unknown,New York,2,92,9,Debit Card,0,0,0,0,0,High,1,3,5,1
2696.45,POS Payment,6,Desktop,Unknown,1,118,4,UPI,0,0,0,0,0,High,4,0,8,3
4500.79,Bill Payment,1,Desktop,San Francisco,2,39,3,Credit Card,0,1,0,0,0,High,2,0,6,0
1012.05,Bill Payment,18,Mobile,San Francisco,0,15,6,Debit Card,0,0,0,0,1,High,2,1,6,1
4680.64,ATM Withdrawal,20,Tablet,Houston,3,45,12,Debit Card,0,0,0,1,0,High,0,2,2,1
3440.94,Bank Transfer,11,Tablet,New York,4,108,11,Net Banking,0,0,1,0,0,High,1,2,5,2
3093.55,Bill Payment,14,Mobile,Unknown,1,48,8,Debit Card,0,0,1,0,0,High,2,1,8,1
2113.23,POS Payment,19,Tablet,Chicago,0,36,2,Unknown,0,0,0,0,0,High,4,2,1,4
4781.79,ATM Withdrawal,1,Tablet,Unknown,2,116,3,UPI,0,1,0,0,0,High,0,2,8,3
2222.38,Bill Payment,11,Desktop,San Francisco,2,48,7,UPI,0,0,1,0,0,High,2,0,6,3
2495.22,ATM Withdrawal,11,Desktop,Boston,0,72,6,Credit Card,0,0,1,0,0,High,0,0,0,0
3908.58,Bank Transfer,5,Tablet,Los Angeles,1,41,12,Credit Card,0,1,0,1,0,High,1,2,3,0
1427.79,Bill Payment,8,Desktop,Houston,4,62,8,UPI,0,0,0,0,0,High,2,0,2,3
1461.02,Bill Payment,2,Tablet,Seattle,2,74,11,Credit Card,0,1,0,0,0,High,2,2,7,0
3877.61,Online Purchase,6,Tablet,San Francisco,0,49,10,Net Banking,1,0,0,0,0,High,3,2,6,2
647.26,Online Purchase,20,Tablet,Unknown,1,59,11,Debit Card,0,0,0,0,0,Medium,3,2,8,1
4115.71,Bank Transfer,4,Tablet,Houston,1,27,11,Debit Card,0,1,0,0,1,High,1,2,2,1
3127.75,Bank Transfer,23,Tablet,Houston,2,8,2,Credit Card,0,1,0,0,1,High,1,2,2,0
2697.72,Online Purchase,11,Desktop,Los Angeles,3,116,5,UPI,0,0,1,0,0,High,3,0,3,3
1149.4,Bill Payment,7,Desktop,Miami,4,15,6,UPI,0,0,0,0,1,High,2,0,4,3
3932.91,ATM Withdrawal,18,Desktop,Houston,3,41,10,Net Banking,0,0,0,0,0,High,0,0,2,2
2524.1,Bank Transfer,14,Tablet,Los Angeles,1,28,7,Credit Card,0,0,1,0,1,High,1,2,3,0
2417.29,Online Purchase,13,Mobile,Los Angeles,4,47,1,Net Banking,0,0,1,0,0,High,3,1,3,2
1948.9,ATM Withdrawal,15,Tablet,Seattle,2,24,5,Net Banking,0,0,1,0,1,High,0,2,7,2
1234.58,Online Purchase,12,Desktop,San Francisco,4,54,9,Net Banking,1,0,1,0,0,High,3,0,6,2
3772.4,POS Payment,7,Tablet,Miami,3,39,3,Net Banking,0,0,0,0,0,High,4,2,4,2
3199.06,Bill Payment,21,Desktop,San Francisco,0,10,3,UPI,0,0,0,0,1,High,2,0,6,3
1037.12,ATM Withdrawal,13,Mobile,Miami,2,77,8,Debit Card,0,0,1,0,0,High,0,1,4,1
3973.37,Online Purchase,15,Tablet,Chicago,0,115,14,UPI,0,0,1,1,0,High,3,2,1,3
4411.62,ATM Withdrawal,17,Tablet,Seattle,1,56,14,Credit Card,0,0,1,1,0,High,0,2,7,0
300.94,POS Payment,1,Mobile,Boston,4,105,11,Credit Card,1,1,0,0,0,Low,4,1,0,0
3863.24,POS Payment,16,Desktop,Houston,0,1,13,Debit Card,0,0,1,1,1,High,4,0,2,1
4264.75,Bill Payment,16,Tablet,New York,4,1,10,Debit Card,0,0,1,0,1,High,2,2,5,1
4957.58,Online Purchase,20,Unknown Device,Seattle,1,43,9,Credit Card,0,0,0,0,0,High,3,4,7,0
1191.82,Online Purchase,8,Mobile,Boston,2,23,13,Credit Card,0,0,0,1,1,High,3,1,0,0
1858.16,Online Purchase,11,Desktop,New York,3,64,4,UPI,0,0,1,0,0,High,3,0,5,3
4831.12,Bank Transfer,21,Mobile,Houston,4,106,14,Unknown,0,0,0,1,0,High,1,1,2,4
474.61,Bill Payment,14,Tablet,Seattle,3,103,12,Net Banking,0,0,1,1,0,Low,2,2,7,2
2620.92,POS Payment,21,Tablet,San Francisco,0,99,9,Unknown,0,0,0,0,0,High,4,2,6,4
2536.19,Bill Payment,7,Mobile,San Francisco,0,61,9,UPI,0,0,0,0,0,High,2,1,6,3
3034.71,Bank Transfer,2,Mobile,Seattle,1,47,7,Credit Card,0,1,0,0,0,High,1,1,7,0
1657.31,Online Purchase,2,Desktop,Boston,2,101,13,Unknown,0,1,0,1,0,High,3,0,0,4
4629.96,POS Payment,12,Mobile,Seattle,0,87,5,UPI,1,0,1,0,0,High,4,1,7,3
1353.96,Online Purchase,7,Tablet,San Francisco,2,21,10,UPI,0,0,0,0,1,High,3,2,6,3
3250.23,Bank Transfer,2,Unknown,Seattle,3,50,5,Debit Card,0,1,0,0,0,High,1,3,7,1
2482.16,Bank Transfer,9,Unknown,Miami,0,75,3,Credit Card,0,0,1,0,0,High,1,3,4,0
2524.1,Online Purchase,21,Mobile,New York,3,11,10,Debit Card,0,0,0,0,1,High,3,1,5,1
948.32,Online Purchase,0,Desktop,San Francisco,2,50,2,Net Banking,0,1,0,0,0,Medium,3,0,6,2
4783.03,ATM Withdrawal,12,Tablet,Unknown,3,93,8,Credit Card,0,0,1,0,0,High,0,2,8,0
2808.65,POS Payment,16,Desktop,Miami,3,5,12,Credit Card,0,0,1,1,1,High,4,0,4,0
3022.93,POS Payment,8,Mobile,San Francisco,4,111,9,UPI,0,0,0,0,0,High,4,1,6,3
3915.56,Bill Payment,19,Mobile,San Francisco,2,68,11,Unknown,1,0,0,0,0,High,2,1,6,4
410.73,Bill Payment,12,Tablet,Miami,1,115,8,Net Banking,0,0,1,0,0,Low,2,2,4,2
3570.25,Bank Transfer,19,Tablet,San Francisco,0,7,1,Unknown,0,0,0,0,1,High,1,2,6,4
829.87,POS Payment,17,Mobile,Miami,1,100,10,Debit Card,0,0,1,0,0,Medium,4,1,4,1
3703.7,Bank Transfer,21,Desktop,San Francisco,0,24,12,Credit Card,0,0,0,1,1,High,1,0,6,0
710.94,Online Purchase,18,Tablet,Houston,4,60,3,Unknown,0,0,0,0,0,Medium,3,2,2,4
4163.31,POS Payment,4,Mobile,Chicago,0,8,5,Credit Card,0,1,0,0,1,High,4,1,1,0
3406.68,Bank Transfer,22,Tablet,Unknown,3,46,13,Credit Card,0,1,0,1,0,High,1,2,8,0
2524.1,ATM Withdrawal,15,Desktop,Seattle,0,3,8,Credit Card,0,0,1,0,1,High,0,0,7,0
1797.38,ATM Withdrawal,11,Desktop,Houston,4,33,12,Credit Card,0,0,1,1,0,High,0,0,2,0
748.99,POS Payment,12,Desktop,New York,0,95,4,UPI,0,0,1,0,0,Medium,4,0,5,3
4520.75,POS Payment,1,Desktop,Houston,0,105,5,Net Banking,0,1,0,0,0,High,4,0,2,2
597.05,Bill Payment,8,Tablet,New York,3,32,8,Debit Card,0,0,0,0,0,Medium,2,2,5,1
2363.03,POS Payment,4,Tablet,Chicago,4,12,12,UPI,0,1,0,1,1,High,4,2,1,3
1186.41,Bill Payment,2,Tablet,Los Angeles,0,56,8,Debit Card,0,1,0,0,0,High,2,2,3,1
4981.66,ATM Withdrawal,11,Tablet,Houston,1,71,5,Debit Card,0,0,1,0,0,High,0,2,2,1
2931.29,ATM Withdrawal,0,Mobile,Miami,3,31,5,Net Banking,0,1,0,0,0,High,0,1,4,2
752.17,ATM Withdrawal,1,Mobile,San Francisco,4,63,3,Debit Card,0,1,0,0,0,Medium,0,1,6,1
3339.48,Online Purchase,12,Mobile,Los Angeles,4,68,4,Debit Card,0,0,1,0,0,High,3,1,3,1
4958.09,POS Payment,2,Mobile,Chicago,1,20,4,Debit Card,0,1,0,0,1,High,4,1,1,1
3027.19,ATM Withdrawal,7,Tablet,Boston,3,86,2,Debit Card,0,0,0,0,0,High,0,2,0,1
2289.61,Bill Payment,18,Desktop,Seattle,1,35,1,Net Banking,0,0,0,0,0,High,2,0,7,2
1469.88,Bill Payment,23,Unknown Device,Houston,1,68,7,Net Banking,0,1,0,0,0,High,2,4,2,2
465.16,Bank Transfer,2,Desktop,Los Angeles,4,76,3,Unknown,0,1,0,0,0,Low,1,0,3,4
1145.09,Bank Transfer,23,Tablet,Los Angeles,0,83,3,Net Banking,0,1,0,0,0,High,1,2,3,2
2770.34,Online Purchase,4,Mobile,San Francisco,0,67,4,UPI,0,1,0,0,0,High,3,1,6,3
3770.16,Bill Payment,23,Tablet,New York,0,77,1,Debit Card,0,1,0,0,0,High,2,2,5,1
4390.26,Bank Transfer,22,Tablet,Seattle,3,10,8,UPI,0,1,0,0,1,High,1,2,7,3
3969.59,POS Payment,21,Desktop,San Francisco,2,69,14,Net Banking,0,0,0,1,0,High,4,0,6,2
631.7,POS Payment,1,Tablet,Houston,3,16,10,Debit Card,0,1,0,0,1,Medium,4,2,2,1
3868.43,POS Payment,12,Mobile,Miami,3,79,9,Debit Card,0,0,1,0,0,High,4,1,4,1
2910.11,POS Payment,8,Tablet,San Francisco,1,41,13,Credit Card,0,0,0,1,0,High,4,2,6,0
2348.19,Bank Transfer,22,Unknown Device,Los Angeles,4,111,3,UPI,0,1,0,0,0,High,1,4,3,3
2865.96,Online Purchase,21,Mobile,Miami,4,53,8,Net Banking,0,0,0,0,0,High,3,1,4,2
45.34,Bank Transfer,8,Desktop,Seattle,0,6,7,Credit Card,0,0,0,0,1,Very Low,1,0,7,0
2524.1,POS Payment,14,Desktop,Seattle,2,34,5,Net Banking,0,0,1,0,0,High,4,0,7,2
2631.62,ATM Withdrawal,1,Mobile,New York,0,73,8,Net Banking,0,1,0,0,0,High,0,1,5,2
872.23,POS Payment,12,Desktop,Seattle,4,64,2,Credit Card,0,0,1,0,0,Medium,4,0,7,0
2729.98,Online Purchase,19,Mobile,San Francisco,2,82,14,Debit Card,0,0,0,1,0,High,3,1,6,1
1774.3,Bill Payment,8,Desktop,Miami,4,41,2,Credit Card,0,0,0,0,0,High,2,0,4,0
4537.52,Bill Payment,16,Tablet,New York,4,23,13,Credit Card,0,0,1,1,1,High,2,2,5,0
4748.67,POS Payment,7,Unknown,Seattle,0,47,13,Debit Card,0,0,0,1,0,High,4,3,7,1
4899.02,Online Purchase,8,Desktop,Seattle,2,69,8,Debit Card,0,0,0,0,0,High,3,0,7,1
4495.2,Bank Transfer,14,Desktop,New York,1,5,4,Credit Card,0,0,1,0,1,High,1,0,5,0
4929.52,Online Purchase,13,Tablet,San Francisco,3,6,8,Net Banking,0,0,1,0,1,High,3,2,6,2
3532.2,POS Payment,8,Tablet,Los Angeles,2,99,10,UPI,1,0,0,0,0,High,4,2,3,3
4802.91,Bank Transfer,5,Unknown Device,Houston,3,72,13,Net Banking,0,1,0,1,0,High,1,4,2,2
3210.75,Bill Payment,21,Desktop,Chicago,1,78,7,Net Banking,0,0,0,0,0,High,2,0,1,2
4047.02,POS Payment,0,Desktop,San Francisco,4,8,14,UPI,0,1,0,1,1,High,4,0,6,3
663.89,Bill Payment,5,Mobile,Miami,1,36,7,Debit Card,0,1,0,0,0,Medium,2,1,4,1
3414.58,POS Payment,14,Mobile,Houston,4,119,3,Credit Card,0,0,1,0,0,High,4,1,2,0
4655.86,Bank Transfer,0,Desktop,Boston,3,112,2,UPI,0,1,0,0,0,High,1,0,0,3
2702.54,Online Purchase,11,Mobile,Miami,1,39,4,UPI,0,0,1,0,0,High,3,1,4,3
938.16,Bill Payment,17,Desktop,Miami,1,106,12,Debit Card,0,0,1,1,0,Medium,2,0,4,1
2636.81,Bank Transfer,4,Mobile,Boston,0,44,5,Debit Card,0,1,0,0,0,High,1,1,0,1
3536.17,Bill Payment,22,Tablet,Los Angeles,4,38,13,Debit Card,0,1,0,1,0,High,2,2,3,1
3850.09,ATM Withdrawal,17,Mobile,New York,0,6,8,Debit Card,0,0,1,0,1,High,0,1,5,1
2620.89,Bank Transfer,11,Unknown Device,Houston,3,4,13,Credit Card,0,0,1,1,1,High,1,4,2,0
1090.75,Bank Transfer,0,Tablet,Los Angeles,4,17,13,UPI,0,1,0,1,1,High,1,2,3,3
4633.81,Online Purchase,12,Mobile,Boston,3,109,13,Credit Card,0,0,1,1,0,High,3,1,0,0
3869.22,Online Purchase,8,Desktop,Los Angeles,2,108,2,Credit Card,0,0,0,0,0,High,3,0,3,0
1357.09,POS Payment,14,Desktop,Houston,3,67,13,Credit Card,0,0,1,1,0,High,4,0,2,0
4060.01,Online Purchase,23,Tablet,Miami,2,74,13,Credit Card,0,1,0,1,0,High,3,2,4,0
1742.57,POS Payment,3,Desktop,Seattle,1,46,12,Net Banking,0,1,0,1,0,High,4,0,7,2
1565.59,Online Purchase,13,Desktop,San Francisco,3,97,2,Credit Card,0,0,1,0,0,High,3,0,6,0
4316.07,Online Purchase,19,Tablet,Unknown,4,66,6,Net Banking,0,0,0,0,0,High,3,2,8,2
4366.81,POS Payment,6,Desktop,Los Angeles,4,53,6,Credit Card,0,0,0,0,0,High,4,0,3,0
1995.41,ATM Withdrawal,2,Mobile,Boston,3,14,4,Net Banking,0,1,0,0,1,High,0,1,0,2
49.57,Bank Transfer,9,Tablet,Seattle,1,36,11,Net Banking,0,0,1,0,0,Very Low,1,2,7,2
936.9,POS Payment,20,Tablet,Los Angeles,0,106,7,Debit Card,0,0,0,0,0,Medium,4,2,3,1
4546.94,ATM Withdrawal,22,Mobile,New York,4,114,4,UPI,0,1,0,0,0,High,0,1,5,3
4494.25,Online Purchase,3,Tablet,Chicago,3,22,6,Unknown,0,1,0,0,1,High,3,2,1,4
2269.46,POS Payment,12,Mobile,San Francisco,0,111,3,UPI,1,0,1,0,0,High,4,1,6,3
1524.06,ATM Withdrawal,22,Desktop,Los Angeles,4,50,14,UPI,0,1,0,1,0,High,0,0,3,3
1517.23,ATM Withdrawal,15,Desktop,Los Angeles,0,100,3,Debit Card,0,0,1,0,0,High,0,0,3,1
4486.49,Bank Transfer,11,Unknown,Houston,3,52,3,UPI,0,0,1,0,0,High,1,3,2,3
1627.04,Online Purchase,18,Mobile,San Francisco,0,76,6,UPI,0,0,0,0,0,High,3,1,6,3
2524.1,Bill Payment,7,Desktop,Los Angeles,4,53,3,Debit Card,0,0,0,0,0,High,2,0,3,1
3656.4,ATM Withdrawal,9,Desktop,Boston,3,6,6,Debit Card,0,0,1,0,1,High,0,0,0,1
1051.36,POS Payment,1,Desktop,San Francisco,2,46,8,Debit Card,0,1,0,0,0,High,4,0,6,1
1272.93,Online Purchase,5,Desktop,Los Angeles,2,6,11,Net Banking,0,1,0,0,1,High,3,0,3,2
1793.52,Bill Payment,3,Desktop,San Francisco,1,42,3,UPI,0,1,0,0,0,High,2,0,6,3
3272.85,Bill Payment,20,Desktop,New York,3,33,10,UPI,0,0,0,0,0,High,2,0,5,3
4088.37,Bill Payment,13,Mobile,Seattle,4,85,9,Net Banking,0,0,1,0,0,High,2,1,7,2
2735.8,ATM Withdrawal,3,Tablet,Houston,4,57,13,Debit Card,0,1,0,1,0,High,0,2,2,1
668.98,Bank Transfer,9,Desktop,New York,3,12,8,Credit Card,0,0,1,0,1,Medium,1,0,5,0
2234,Bill Payment,17,Unknown Device,Unknown,3,116,12,Credit Card,0,0,1,1,0,High,2,4,8,0
642.82,Bill Payment,1,Tablet,Los Angeles,1,78,7,Net Banking,0,1,0,0,0,Medium,2,2,3,2
446.04,POS Payment,3,Mobile,Boston,1,12,10,Credit Card,1,1,0,0,1,Low,4,1,0,0
2950.14,Bill Payment,3,Tablet,New York,0,108,13,UPI,0,1,0,1,0,High,2,2,5,3
4781.28,Online Purchase,12,Desktop,Chicago,0,64,6,UPI,0,0,1,0,0,High,3,0,1,3
4188.87,Bank Transfer,21,Mobile,Seattle,1,79,14,Net Banking,0,0,0,1,0,High,1,1,7,2
3873.48,Bank Transfer,7,Mobile,Seattle,1,16,5,Debit Card,0,0,0,0,1,High,1,1,7,1
3636.64,Bill Payment,13,Desktop,Boston,4,63,4,UPI,0,0,1,0,0,High,2,0,0,3
4486.15,ATM Withdrawal,8,Tablet,Miami,3,51,10,Debit Card,0,0,0,0,0,High,0,2,4,1
3765.41,ATM Withdrawal,0,Tablet,Chicago,0,80,6,Debit Card,0,1,0,0,0,High,0,2,1,1
3136.25,Bill Payment,12,Desktop,Seattle,4,11,4,Net Banking,0,0,1,0,1,High,2,0,7,2
1826.58,Bill Payment,16,Mobile,Houston,3,100,14,Net Banking,0,0,1,1,0,High,2,1,2,2
509.21,ATM Withdrawal,1,Desktop,Miami,0,55,11,Credit Card,0,1,0,0,0,Medium,0,0,4,0
2307.86,Bill Payment,1,Unknown Device,Los Angeles,2,103,12,UPI,0,1,0,1,0,High,2,4,3,3
4624.3,POS Payment,2,Tablet,Boston,3,108,1,Debit Card,0,1,0,0,0,High,4,2,0,1
2917.59,POS Payment,18,Mobile,New York,4,73,1,Debit Card,0,0,0,0,0,High,4,1,5,1
926.6,Bill Payment,3,Tablet,Houston,1,115,6,Debit Card,0,1,0,0,0,Medium,2,2,2,1
3246.87,ATM Withdrawal,5,Tablet,New York,0,77,3,Debit Card,0,1,0,0,0,High,0,2,5,1
2329.98,POS Payment,19,Tablet,Houston,1,7,3,Credit Card,0,0,0,0,1,High,4,2,2,0
4657.24,ATM Withdrawal,22,Desktop,New York,2,52,10,Credit Card,0,1,0,0,0,High,0,0,5,0
2524.1,Bill Payment,3,Tablet,New York,1,58,2,Net Banking,0,1,0,0,0,High,2,2,5,2
3561.5,Bill Payment,14,Mobile,Seattle,4,54,2,Credit Card,0,0,1,0,0,High,2,1,7,0
3409.6,Bill Payment,10,Desktop,Boston,3,47,2,Credit Card,0,0,1,0,0,High,2,0,0,0
4917.79,POS Payment,8,Desktop,Houston,3,80,3,Credit Card,0,0,0,0,0,High,4,0,2,0
2826.74,Bank Transfer,1,Unknown Device,Unknown,2,26,7,UPI,0,1,0,0,1,High,1,4,8,3
4358.51,Bank Transfer,0,Mobile,Houston,0,39,14,Debit Card,0,1,0,1,0,High,1,1,2,1
49997.8,Bank Transfer,12,Desktop,Miami,4,91,2,Debit Card,0,0,1,0,0,Very High,1,0,4,1
618.85,POS Payment,6,Desktop,Los Angeles,2,116,1,UPI,0,0,0,0,0,Medium,4,0,3,3
1732.96,ATM Withdrawal,6,Tablet,Miami,4,33,7,UPI,0,0,0,0,0,High,0,2,4,3
3098.54,Bank Transfer,17,Mobile,Los Angeles,0,35,13,Debit Card,0,0,1,1,0,High,1,1,3,1
2524.1,Bank Transfer,7,Tablet,Chicago,2,56,12,UPI,0,0,0,1,0,High,1,2,1,3
1017.47,Online Purchase,20,Tablet,Miami,3,16,1,UPI,0,0,0,0,1,High,3,2,4,3
2948.07,Bill Payment,16,Mobile,Miami,4,55,10,Debit Card,0,0,1,0,0,High,2,1,4,1
2835.66,Bank Transfer,18,Mobile,New York,2,12,8,UPI,0,0,0,0,1,High,1,1,5,3
2624.62,Bank Transfer,5,Tablet,Boston,0,20,11,UPI,0,1,0,0,1,High,1,2,0,3
457.33,ATM Withdrawal,2,Tablet,San Francisco,4,92,10,Debit Card,0,1,0,0,0,Low,0,2,6,1
4635.49,Bill Payment,12,Tablet,Boston,3,95,10,Net Banking,0,0,1,0,0,High,2,2,0,2
2963.32,POS Payment,3,Tablet,Boston,4,15,4,UPI,0,1,0,0,1,High,4,2,0,3
1323.64,POS Payment,15,Tablet,Seattle,0,112,14,Unknown,0,0,1,1,0,High,4,2,7,4
3438.65,Online Purchase,17,Tablet,Miami,2,70,6,Credit Card,0,0,1,0,0,High,3,2,4,0
1592.95,ATM Withdrawal,7,Tablet,New York,2,29,14,Net Banking,0,0,0,1,1,High,0,2,5,2
2531.75,ATM Withdrawal,12,Desktop,Los Angeles,1,36,8,UPI,0,0,1,0,0,High,0,0,3,3
1708.95,Bill Payment,19,Tablet,Unknown,3,50,10,Debit Card,0,0,0,0,0,High,2,2,8,1
4402.57,ATM Withdrawal,12,Mobile,Miami,1,19,6,Net Banking,0,0,1,0,1,High,0,1,4,2
4969.93,Online Purchase,6,Mobile,Los Angeles,2,79,6,Debit Card,0,0,0,0,0,High,3,1,3,1
810.1,Bill Payment,21,Unknown,Miami,2,68,5,Debit Card,0,0,0,0,0,Medium,2,3,4,1
122.78,ATM Withdrawal,2,Desktop,Los Angeles,4,45,11,Credit Card,0,1,0,0,0,Low,0,0,3,0
1100.52,ATM Withdrawal,7,Desktop,San Francisco,2,28,3,Net Banking,0,0,0,0,1,High,0,0,6,2
2951.81,Bank Transfer,1,Tablet,Miami,2,111,13,UPI,0,1,0,1,0,High,1,2,4,3
873.89,Bank Transfer,13,Tablet,Chicago,4,91,6,UPI,1,0,1,0,0,Medium,1,2,1,3
4058.36,Online Purchase,19,Desktop,San Francisco,3,75,3,Net Banking,0,0,0,0,0,High,3,0,6,2
2046.31,Bank Transfer,20,Desktop,New York,0,23,5,UPI,0,0,0,0,1,High,1,0,5,3
3054.61,ATM Withdrawal,4,Tablet,San Francisco,1,81,2,Debit Card,0,1,0,0,0,High,0,2,6,1
2280.81,Bank Transfer,2,Desktop,Chicago,3,19,10,UPI,0,1,0,0,1,High,1,0,1,3
4517.12,ATM Withdrawal,8,Tablet,San Francisco,4,17,4,Credit Card,0,0,0,0,1,High,0,2,6,0
180.5,Bill Payment,18,Tablet,New York,1,103,13,UPI,0,0,0,1,0,Low,2,2,5,3
3647.86,Bank Transfer,18,Tablet,Miami,1,45,8,Debit Card,0,0,0,0,0,High,1,2,4,1
3262.6,Online Purchase,12,Mobile,San Francisco,4,7,3,Debit Card,0,0,1,0,1,High,3,1,6,1
3249.33,POS Payment,2,Unknown Device,Boston,0,48,3,Debit Card,0,1,0,0,0,High,4,4,0,1
2072.88,ATM Withdrawal,23,Desktop,San Francisco,2,69,6,Net Banking,0,1,0,0,0,High,0,0,6,2
83.3,Online Purchase,23,Mobile,Miami,1,108,13,Debit Card,0,1,0,1,0,Very Low,3,1,4,1
3447.76,ATM Withdrawal,11,Desktop,Miami,0,62,14,Credit Card,1,0,1,1,0,High,0,0,4,0
4148.21,ATM Withdrawal,15,Desktop,Houston,1,70,10,Debit Card,0,0,1,0,0,High,0,0,2,1
430.73,Bill Payment,12,Mobile,Houston,3,102,3,UPI,0,0,1,0,0,Low,2,1,2,3
2210.88,ATM Withdrawal,6,Mobile,Miami,1,1,13,Credit Card,0,0,0,1,1,High,0,1,4,0
817.16,POS Payment,12,Tablet,Seattle,2,57,13,UPI,0,0,1,1,0,Medium,4,2,7,3
3056.63,POS Payment,15,Tablet,Boston,2,108,6,UPI,0,0,1,0,0,High,4,2,0,3
3929.1,POS Payment,3,Unknown,San Francisco,0,107,4,Credit Card,0,1,0,0,0,High,4,3,6,0
3335.2,Online Purchase,15,Tablet,Los Angeles,4,84,1,Credit Card,0,0,1,0,0,High,3,2,3,0
1593.71,Bill Payment,19,Mobile,New York,3,1,3,Debit Card,0,0,0,0,1,High,2,1,5,1
702.96,Online Purchase,5,Tablet,New York,1,66,1,Debit Card,0,1,0,0,0,Medium,3,2,5,1
49997.8,Online Purchase,4,Mobile,Seattle,1,28,5,UPI,0,1,0,0,1,Very High,3,1,7,3
1622.96,POS Payment,20,Desktop,Chicago,0,13,6,Net Banking,0,0,0,0,1,High,4,0,1,2
115.59,Online Purchase,9,Tablet,Houston,3,5,6,Debit Card,0,0,1,0,1,Low,3,2,2,1
2859.25,ATM Withdrawal,19,Tablet,Unknown,3,98,4,Credit Card,0,0,0,0,0,High,0,2,8,0
1237.15,Bank Transfer,19,Mobile,Unknown,0,90,9,Debit Card,0,0,0,0,0,High,1,1,8,1
4206.82,ATM Withdrawal,22,Desktop,Chicago,3,81,4,UPI,0,1,0,0,0,High,0,0,1,3
720.56,Online Purchase,7,Desktop,Houston,4,105,8,Debit Card,0,0,0,0,0,Medium,3,0,2,1
2176.83,Bill Payment,7,Desktop,Chicago,3,43,6,UPI,0,0,0,0,0,High,2,0,1,3
1269.39,ATM Withdrawal,22,Desktop,Miami,1,19,2,Debit Card,0,1,0,0,1,High,0,0,4,1
3449.56,Online Purchase,3,Desktop,New York,0,58,11,Credit Card,0,1,0,0,0,High,3,0,5,0
2744.91,Bill Payment,9,Mobile,Miami,1,70,2,UPI,0,0,1,0,0,High,2,1,4,3
3955.98,POS Payment,0,Mobile,Chicago,3,62,12,Unknown,0,1,0,1,0,High,4,1,1,4
2295.77,Bank Transfer,2,Mobile,Los Angeles,0,9,12,UPI,0,1,0,1,1,High,1,1,3,3
2524.1,Online Purchase,20,Tablet,New York,3,31,7,Debit Card,0,0,0,0,0,High,3,2,5,1
